supplier_code,brand_code,category,description,size,stone_color,plating_color,supplier_price_usd,sale_price_eur,supplier_quantity,image_file,pdf_page
TA50709-CL1610,CLK-316,Hinged Segment Ring,ASTM F136 Titanium Hinged Segment Ring with CZ,1.2*10MM,Clear CZ,Titanium color,7.11,29.9,33,TA50709-CL1610.webp,74
TA50712-1608,CLK-317,Hinged Segment Ring,ASTM F136 Titanium Hinged Segment Ring,1.2*8MM,,Titanium color,1.33,14.9,95,TA50712-1608.webp,74
TA50712G-1608,CLK-318,Hinged Segment Ring,PVD Gold ASTM F136 Titanium Hinged Segment Ring,1.2*8MM,,PVD gold color,1.45,14.9,128,TA50712G-1608.webp,74
TA50712G-1610,CLK-319,Hinged Segment Ring,PVD Gold ASTM F136 Titanium Hinged Segment Ring,1.2*10MM,,PVD gold color,1.45,14.9,61,TA50712G-1610.webp,74
TA50714G-1608,CLK-320,Hinged Segment Ring,PVD Gold ASTM F136 Titanium Hinged Segment Ring,1.2*8MM,,PVD gold color,2.33,14.9,54,TA50714G-1608.webp,74
TA50915-CL1608,CLK-321,Hinged Segment Ring,ASTM F136 Titanium hinged semgent clicker ring with clear CZ,1.2*8MM CZ RD 2.0MM=5 1.0MM=4,Clear CZ,Titanium Color,5.78,24.9,51,TA50915-CL1608.webp,74
TA51002-CL1608,CLK-322,Hinged Segment Ring,ASTM F136 Titanium hinged segment clicker ring with clear CZ,1.2*8mm,Clear CZ,Titanium Color,5.33,24.9,59,TA51002-CL1608.webp,74
TA51002-CL1610,CLK-323,Hinged Segment Ring,ASTM F136 Titanium hinged segment clicker ring with clear CZ,1.2*10mm,Clear CZ,Titanium Color,5.78,24.9,83,TA51002-CL1610.webp,74
TA51210G-CL1608,CLK-324,Hinged Segment Ring,PVD Gold ASTM F136 Titainum Hinged Segment Ring with Charm,1.2*8mm,Clear CZ,PVD Gold,4.67,24.9,66,TA51210G-CL1608.webp,74
TA51212G-CL1608,CLK-325,Hinged Segment Ring,PVD Gold ASTM F136 Titainum Hinged Segment Ring with Charm,1.2*8mm,Clear CZ,PVD Gold,5.11,24.9,81,TA51212G-CL1608.webp,74
TAV3042G-CL1608,CLK-331,Hinged Segment Ring,PVD GOLD ASTM F136 Titanium Hinged Segment Ring,1.2*8mm,Clear CZ,PVD gold color,7.56,29.9,45,TAV3042G-CL1608.webp,75
TAV3073-1608,CLK-332,Hinged Segment Ring,ASTM F136 titanium hinged segment ring,1.2*8mm,Clear CZ,Titanium Color,4.64,24.9,55,TAV3073-1608.webp,75
TAV4041G-1608,CLK-333,Hinged Segment Ring,PVD gold F136 Titanium hinged segment ring with clear CZ stones,1.2*8mm,Clear CZ,PVD gold color,9.07,34.9,66,TAV4041G-1608.webp,75
TAV4042-1608,CLK-334,Hinged Segment Ring,F136 Titanium hinged segment ring with clear cubic zircon,1.2*8mm,Clear CZ,Titanium Color,5.33,24.9,74,TAV4042-1608.webp,75
TAV4043-1610,CLK-335,Hinged Segment Ring,F136 Titanium hinged segment ring with clear cubic zircon,1.2*10mm,Clear CZ,Titanium Color,5.33,24.9,91,TAV4043-1610.webp,75
TAV4044-1610,CLK-336,Hinged Segment Ring,ASTM F136 Titanium hinged segment ring with clear cubic zircon,1.2*10mm,Clear CZ,Titanium Color,6.67,29.9,150,TAV4044-1610.webp,75
TAV4044G-1610,CLK-337,Hinged Segment Ring,PVD gold ASTM F136 Titanium hinged segment ring with clear CZ stones,1.2*10mm,Clear CZ,PVD gold color,6.79,29.9,49,TAV4044G-1610.webp,75
TAV4045-1608,CLK-338,Hinged Segment Ring,ASTM F136 titanium hinged segment clicker ring with Green CZ,1.2*8mm,Green CZ,Titanium color,4.0,19.9,169,TAV4045-1608.webp,75
TAV4045G-1608,CLK-339,Hinged Segment Ring,PVD gold color ASTM F136 titanium hinged segment clicker ring with Green CZ,1.2*8mm,Green CZ,PVD Gold Color,4.12,19.9,1,TAV4045G-1608.webp,75
TAV4046-1608,CLK-340,Hinged Segment Ring,"ASTM F136 titanium hinged segment clicker ring with Green CZ,clear CZ",1.2*8mm,Green/Clear CZ,Titanium color,4.44,19.9,130,TAV4046-1608.webp,75
TAV4046G-1608,CLK-341,Hinged Segment Ring,"PVD gold color ASTM F136 titanium hinged segment clicker ring with Green CZ,clear CZ",1.2*8mm,Green/Clear CZ,PVD Gold Color,4.56,24.9,15,TAV4046G-1608.webp,75
TAV4047-1608,CLK-342,Hinged Segment Ring,ASTM F136 titanium hinged segment clicker ring with Clear CZ,1.2*8mm,Clear CZ,Titanium color,4.0,19.9,27,TAV4047-1608.webp,75
TAV4051-1610,CLK-343,Hinged Segment Ring,ASTM F 136 Titanium hinged segment ring with clear CZ,1.2*10mm,Clear CZ,Titanium color,5.33,24.9,117,TAV4051-1610.webp,75
TAV4051G-1610,CLK-344,Hinged Segment Ring,PVD gold color ASTM F 136 Titanium hinged segment ring with clear CZ,1.2*10mm,Clear CZ,PVD gold color,5.45,24.9,33,TAV4051G-1610.webp,75
TAV4052-1610,CLK-345,Hinged Segment Ring,ASTM F 136 Titanium hinged segment ring with clear CZ,1.2*10mm,Clear CZ,Titanium color,5.33,24.9,38,TAV4052-1610.webp,75
TAV4058-1608,CLK-346,Hinged Segment Ring,ASTM F136 Titanium hinged segment clicker ring with 5A clear CZ,1.2*8mm CZ RD 1.3MM=4 MQ 3*1.5MM=3,Clear CZ,Titanium color,5.78,24.9,74,TAV4058-1608.webp,75
TAV4058G-1608,CLK-347,Hinged Segment Ring,PVD gold color ASTM F136 Titanium hinged segment clicker ring with 5A clear CZ,1.2*8mm CZ RD 1.3MM=4 MQ 3*1.5MM=3,Clear CZ,PVD gold color,5.9,24.9,34,TAV4058G-1608.webp,75
TAV4059-1610,CLK-348,Hinged Segment Ring,ASTM F 136 Titanium hinged segment ring with clear CZ,1.2*10mm,Clear CZ,Titanium color,5.78,24.9,100,TAV4059-1610.webp,75
TAV4059G-1610,CLK-349,Hinged Segment Ring,PVD gold color ASTM F 136 Titanium hinged segment ring with clear CZ,1.2*10mm,Clear CZ,PVD gold color,5.9,24.9,50,TAV4059G-1610.webp,75
TAV5073-1608,CLK-350,Hinged Segment Ring,ASTM F136 Titanium Hinged Segment Ring with CZ Stones,1.2*8MM CZ RD 1.5MM=4,Clear CZ,Titanium color,5.33,24.9,4,TAV5073-1608.webp,75
TAV30739-1608,CLK-351,Hinged Segment Ring,ASTM F136 titanium hinged segment ring with 5A clear CZ,1.2*8mm,Green/Clear CZ,Titanium color,5.07,24.9,55,TAV30739-1608.webp,75
TAV40414-1610,CLK-352,Hinged Segment Ring,F136 Titanium hinged segment ring with clear cubic zircon,1.2*10mm,Clear/Rose CZ,Titanium Color,5.78,24.9,95,TAV40414-1610.webp,75
TAV40414G-1610,CLK-353,Hinged Segment Ring,PVD gold F136 Titanium hinged segment ring with clear CZ stones,1.2*10mm,Clear/Rose CZ,PVD gold color,5.9,24.9,80,TAV40414G-1610.webp,75
TAV40427-1608,CLK-359,Hinged Segment Ring,ASTM F136 Titanium hinged segment ring +cubic zircon,1.2*8mm CZ RD 1.5MM=4 SQ 2.5*2.5MM=3 MQ 1.5*3MM=2,Green/Clear CZ,Titanium Color,7.11,29.9,31,TAV40427-1608.webp,76
TAV40427G-1608,CLK-360,Hinged Segment Ring,PVD gold plated over ASTM F136 Titanium hinged segment ring +cubic zircon,1.2*8mm CZ RD 1.5MM=4 SQ 2.5*2.5MM=3 MQ 1.5*3MM=2,Green/Clear CZ,PVD gold color,7.23,29.9,35,TAV40427G-1608.webp,76
TAV40428-1608,CLK-361,Hinged Segment Ring,ASTM F136 Titanium hinged segment clicker ring,1.2*8mm CZ RD 1.5MM=2 MQ 1.5*3MM=6 SQ 2.5*2.5MM=1,Clear/ Green CZ,Titanium color,7.11,29.9,69,TAV40428-1608.webp,76
TAV40428G-1608,CLK-362,Hinged Segment Ring,PVD gold color ASTM F136 Titanium hinged segment clicker ring,1.2*8mm CZ RD 1.5MM=2 MQ 1.5*3MM=6 SQ 2.5*2.5MM=1,Clear/ Green CZ,PVD gold color,7.23,29.9,35,TAV40428G-1608.webp,76
TAV40512-1608,CLK-363,Hinged Segment Ring,ASTM F136 Titanium hinged segment ring +cubic zircon,1.2*8mm CZ RD 1.5MM=2 1.2MM=2 3MM=1,Clear CZ,Titanium Color,6.67,29.9,34,TAV40512-1608.webp,76
TAV40512G-1608,CLK-364,Hinged Segment Ring,PVD gold plated over ASTM F136 Titanium hinged segment ring +cubic zircon,1.2*8mm CZ RD 1.5MM=2 1.2MM=2 3MM=1,Clear CZ,PVD gold color,6.79,29.9,42,TAV40512G-1608.webp,76
TAV40515G-1608,CLK-365,Hinged Segment Ring,PVD gold plated over ASTM F136 Titanium hinged segment ring +cubic zircon,1.2*8mm CZ RD 1.2MM=17,Clear CZ,PVD gold color,7.22,29.9,3,TAV40515G-1608.webp,76
TAV40517-1608,CLK-366,Hinged Segment Ring,ASTM F136 Titanium hinged segment ring +cubic zircon,1.2*8mm CZ RD 1MM=5 BT 1.2MM=4,Clear CZ,Titanium Color,6.89,29.9,61,TAV40517-1608.webp,76
TAV40517G-1608,CLK-367,Hinged Segment Ring,PVD gold plated over ASTM F136 Titanium hinged segment ring +cubic zircon,1.2*8mm CZ RD 1MM=5 BT 1.2MM=4,Clear CZ,PVD gold color,7.01,29.9,60,TAV40517G-1608.webp,76
TAV40522-1608,CLK-368,Hinged Segment Ring,ASTM F136 Titanium hinged segment ring +cubic zircon,1.2*8mm,Clear CZ,Titanium Color,6.67,29.9,28,TAV40522-1608.webp,76
TAV40522G-1608,CLK-369,Hinged Segment Ring,PVD gold plated over ASTM F136 Titanium hinged segment ring +cubic zircon,1.2*8mm,Clear CZ,PVD gold color,6.79,29.9,44,TAV40522G-1608.webp,76
TAV40523-1608,CLK-370,Hinged Segment Ring,ASTM F136 Titanium hinged segment ring +cubic zircon,1.2*8mm CZ CT44MM=1,Green CZ,Titanium Color,6.67,29.9,14,TAV40523-1608.webp,76
TAV40523G-1608,CLK-371,Hinged Segment Ring,PVD gold plated over ASTM F136 Titanium hinged segment ring +cubic zircon,1.2*8mm CZ CT 4*4MM=1,Green CZ,PVD gold color,6.79,29.9,2,TAV40523G-1608.webp,76
TAV40524-1608,CLK-372,Hinged Segment Ring,ASTM F136 Titanium hinged segment ring +cubic zircon,1.2*8mm CZ RD 1.3MM=2 1.5MM=4 2MM=1,Clear CZ,Titanium Color,7.56,29.9,94,TAV40524-1608.webp,76
TAV40524G-1608,CLK-373,Hinged Segment Ring,PVD gold plated over ASTM F136 Titanium hinged segment ring +cubic zircon,1.2*8mm CZ RD 1.3MM=2 1.5MM=4 2MM=1,Clear CZ,PVD gold color,7.68,29.9,73,TAV40524G-1608.webp,76
TAV40525-1610,CLK-374,Hinged Segment Ring,ASTM F136 Titanium hinged segment ring +cubic zircon,1.2*10mm,Clear/Violet CZ,Titanium Color,7.33,29.9,1,TAV40525-1610.webp,76
TAV40525G-1610,CLK-375,Hinged Segment Ring,PVD gold plated over ASTM F136 Titanium hinged segment ring +cubic zircon,1.2*10mm,Clear/Violet CZ,PVD Gold Color,7.45,29.9,32,TAV40525G-1610.webp,76
TAV40541-1608,CLK-376,Hinged Segment Ring,ASTM F136 Titanium hinged segment clicker ring with 5A clear CZ,1.2*8mm,Clear CZ,Titanium color,7.11,29.9,50,TAV40541-1608.webp,76
TAV40541G-1608,CLK-377,Hinged Segment Ring,PVD gold color ASTM F136 Titanium hinged segment clicker ring with 5A clear CZ,1.2*8mm,Clear CZ,PVD gold color,7.23,29.9,72,TAV40541G-1608.webp,76
TAV40910-1608,CLK-378,Hinged Segment Ring,ASTM F136 Titanium hinged segment clicker ring with Clear CZ,1.2*8mm,Clear CZ,Titanium color,8.89,34.9,27,TAV40910-1608.webp,76
TAV50518-1608,CLK-379,Hinged Segment Ring,"ASTM F136 Titanium Hinged segment clicker , 5A clear white CZ",1.2*8mm CZ RD 1.8MM=5,Clear CZ,Titanium color,7.78,29.9,9,TAV50518-1608.webp,76
TAV50523G-GN1610,CLK-380,Hinged Segment Ring,PVD Gold ASTM F136 Titanium Hinged Segment Ring with CZ Stones,1.2*10mm,Clear CZ,PVD Gold Color,6.79,29.9,13,TAV50523G-GN1610.webp,76
TAV50523-GN1610,CLK-381,Hinged Segment Ring,ASTM F136 Titanium Hinged Segment Ring with CZ Stones,1.2*10mm,Green CZ,Titanium color,6.67,29.9,3,TAV50523-GN1610.webp,76
TAY449G-1610,CLK-387,Hinged Segment Ring,PVD gold plated over F136 Titanium +cubic zircon,1.2*10mm CZ PR 3*2MM=1 MQ 3*1.5MM=2,Clear CZ,PVD gold color,5.9,24.9,103,TAY449G-1610.webp,77
TAY459-1608,CLK-388,Hinged Segment Ring,ASTM F136 Titanium hinged segment clicker ring,1.2*8mm CZ PR 3*5MM=1 2*3MM=2,Garnet CZ,Titanium color,6.67,29.9,39,TAY459-1608.webp,77
TAY4412-1610,CLK-389,Hinged Segment Ring,ASTM F136 Titanium hinged segment clicker ring,1.2*10mm,Clear CZ,Titanium color,5.56,24.9,74,TAY4412-1610.webp,77
TAY4412G-1610,CLK-390,Hinged Segment Ring,PVD Gold ASTM F136 Titanium hinged segment clicker ring,1.2*10MM,Clear CZ,PVD gold color,5.68,24.9,69,TAY4412G-1610.webp,77
TAY4510-1608,CLK-391,Hinged Segment Ring,ASTM F136 Titanium hinged segment clicker ring,1.2*8mm,Garnet CZ,Titanium color,6.67,29.9,78,TAY4510-1608.webp,77
TAY4510G-1608,CLK-392,Hinged Segment Ring,PVD Gold ASTM F136 Titanium hinged segment clicker ring,1.2*8mm,Garnet CZ,PVD Gold,6.79,29.9,1,TAY4510G-1608.webp,77
TAY50615-1608,CLK-393,Hinged Segment Ring,"ASTM F136 Titanium hinged segment Ring ,5A clear white CZ；",1.2*8mm CZ RD 0.8MM=4 1MM=2 1.1MM=2 1.3MM=2 1.5MM=1,Clear CZ,Titanium color,5.56,24.9,86,TAY50615-1608.webp,77
TAY50615G-1608,CLK-394,Hinged Segment Ring,PVD gold color ASTM F136 titanium hinged segment clicker ring with Clear CZ,1.2*8mm CZ RD 0.8MM=4 1MM=2 1.1MM=2 1.3MM=2 1.5MM=1,Clear CZ,PVD gold color,5.68,24.9,1,TAY50615G-1608.webp,77
TAY50624-1610,CLK-395,Hinged Segment Ring,ATM F136 Titanium hinged segment clicker ring with Clear CZ,1.2*10MM CZ RM 2*4MM=9,Clear CZ,Titanium Color,7.11,29.9,121,TAY50624-1610.webp,77
TAY50624G-1610,CLK-396,Hinged Segment Ring,PVD gold color ATM F136 Titanium hinged segment clicker ring with Clear CZ,1.2*10MM CZ RM 2*4MM=9,Clear CZ,PVD Gold,7.23,29.9,93,TAY50624G-1610.webp,77
TC00-GJ14125,PRD-191,Internally Threaded Nipple Ring,ASTM F136 Titanium internal threaded nipple bars with Jade stone ball,1.6*12+5/5mm,Green Jade Stone,Titanium Color,2.44,14.9,9,TC00-GJ14125.webp,77
TC00-GJ14145,PRD-192,Internally Threaded Nipple Ring,ASTM F136 Titanium internal threaded nipple bars with Jade stone ball,1.6*14+5/5mm,Green Jade Stone,Titanium Color,2.44,14.9,25,TC00-GJ14145.webp,77
TC00-TQ14144,PRD-193,Internally Threaded Nipple Ring,ASTM F136 Titanium internal threaded nipple bars with Turquoise stone balls,1.6*14+4/4mm,Turquoise Stone,Titanium Color,2.33,14.9,26,TC00-TQ14144.webp,77
TC02-14145,PRD-194,Internally Threaded Nipple Ring,ASTM F136 Titanium internally threaded nipple bars,1.6*14*5/5mm,Clear CZ,Titanium Color,1.02,14.9,3,TC02-14145.webp,77
TC02-AQ14125,PRD-195,Internally Threaded Nipple Ring,ASTM F136 Titanium internally threaded nipple bars,1.6*12*5/5mm,Aqua CZ,Titanium Color,2.0,14.9,90,TC02-AQ14125.webp,77
