supplier_code,brand_code,category,description,size,stone_color,plating_color,supplier_price_usd,sale_price_eur,supplier_quantity,image_file,pdf_page
TF103G-GN3,TOP-343,Threadless Tops,PVD Gold Color ASTM F136 Titanium Threadless Bezel Swarovski Green Stone Top(Flat Back),3mmTotal；CZ 2.5mm,Swarovski Green Stone,PVD Gold,0.52,14.9,138,TF103G-GN3.webp,24
TF103-GN3,TOP-344,Threadless Tops,ASTM F136 Titanium Threadless Bezel Swarovski Green Stone Top(Flat Back),Total: 3mm CZ 2.5mm,Swarovski Green Stone,Titanium Color,0.4,14.9,291,TF103-GN3.webp,24
TF103G-PK3,TOP-345,Threadless Tops,PVD Gold Color ASTM F136 Titanium Threadless Bezel Swarovski Pink Stone Top(Flat Back),Total: 3mm CZ 2.5mm,Swarovski Pink Stone,PVD Gold,0.52,14.9,92,TF103G-PK3.webp,24
TF103-RE3,TOP-351,Threadless Tops,ASTM F136 Titanium Threadless Bezel Swarovski Red Stone Top(Flat Back),3mmTotal；CZ 2.5mm,Swarovski Red Stone,Titanium color,0.4,14.9,186,TF103-RE3.webp,25
TF103-VM3,TOP-352,Threadless Tops,ASTM F136 Titanium Threadless Bezel Swarovski VM Stone Top(Flat Back),3mmTotal；CZ 2.5mm,Swarovski VM Stone,Titanium color,0.4,14.9,199,TF103-VM3.webp,25
TF237-2.5,TOP-353,Threadless Tops,"Titanium in threadless, 1/2 dome shape",2.5mm,,Titanium color,0.33,14.9,6,TF237-2.5.webp,25
TF237-3.0,TOP-354,Threadless Tops,"Titanium in threadless, 1/2 dome shape",3mm,,Titanium color,0.33,14.9,30,TF237-3.0.webp,25
TF237G-3,TOP-355,Threadless Tops,"PVD GOLD Titanium in threadless, 1/2 dome shape",3mm,,PVD gold color,0.45,14.9,6,TF237G-3.webp,25
TG01-1620,TOOL-001,Insertion Taper,ASTM F136 Titanium threaded insertion taper,"1.2*20mm, M0.9mm",,Titanium color,0.56,14.9,179,TG01-1620.webp,25
TGS00-16,TOOL-002,Insertion Taper,100% Ti-6AL4V-ELi ASTM F136 Titanium threadless insertion taper,1.2*30mm,,Titanium color,0.56,14.9,90,TGS00-16.webp,25
TGS00-1830,TOOL-003,Insertion Taper,ASTM F136 Titanium Threadless insertion taper,1.0*30mm,,Titanium color,0.56,14.9,1,TGS00-1830.webp,25
TGS00-1850,TOOL-004,Insertion Taper,ASTM F136 Titanium Threadless Insertion Taper,1.0*50mm,,Titanium color,0.56,14.9,174,TGS00-1850.webp,25
TGS00-2030,TOOL-005,Insertion Taper,ASTM F136 Titanium Threadless Taper,0.8*30mm,,Titanium color,0.62,14.9,362,TGS00-2030.webp,25
TJS50301G-16102,CUR-003,Threadless Curved Ring,PVD gold color ASTM F136 Titanium threadless curved bar with clear CZ,1.2*10+2MM,Clear CZ,PVD gold color,1.0,14.9,31,TJS50301G-16102.webp,25
TJS50302G-160822,CUR-004,Threadless Curved Ring,PVD gold color ASTM F136 titanium threadless tops,1.2*8+2/2mm,Clear CZ,PVD gold color,0.89,14.9,9,TJS50302G-160822.webp,25
TK00-2006,PRD-058,Nose Ring,100% Ti-6AL4V-ELi ASTM F136 Titanium,0.8*6mm,,Titanium color,0.22,14.9,82,TK00-2006.webp,25
TK00-2010,PRD-059,Nose Ring,100% Ti-6AL4V-ELi ASTM F136 Titanium,0.8*10mm+2mm,,Titanium color,0.22,14.9,6,TK00-2010.webp,25
TK00BK-1808,PRD-060,Nose Ring,PVD black over ASTM F136 Titanium nose ring,1.0*8+2MM,,PVD Black Color,0.34,14.9,48,TK00BK-1808.webp,25
TK00G-2010,PRD-061,Nose Ring,PVD Gold Ti-6AL4V-ELi ASTM F136 Titanium D Shape Nose Ring,0.8*10+2mm,,PVD gold color,0.34,14.9,106,TK00G-2010.webp,25
TK00R-2008,PRD-062,Nose Ring,PVD Rose Gold Ti-6AL4V-ELi ASTM F136 Titanium D Shape Nose Ring,0.8*8mm,,PVD Rose gold Color,0.34,14.9,354,TK00R-2008.webp,25
TK01-18063,PRD-063,Nose Ring,ASTM F136 Titanium nose stud,1.0*6*3mm,Clear CZ,Titanium color,0.4,14.9,5,TK01-18063.webp,25
TK01-18073,PRD-064,Nose Ring,ASTM F136 Titanium nose stud,1.0*7*3mm,Clear CZ,Titanium color,0.4,14.9,30,TK01-18073.webp,25
TK01-20062.5,PRD-065,Nose Ring,ASTM F136 Titanium Screw nose ring,0.8*6*2.5mm,Clear CZ,Titanium color,0.56,14.9,15,TK01-20062.5.webp,25
TK01-20071.5,PRD-066,Nose Ring,ASTM F136 Titanium Screw nose ring,0.8*7*1.5mm,Clear CZ,Titanium color,0.56,14.9,163,TK01-20071.5.webp,25
TK01-20072,PRD-067,Nose Ring,ASTM F136 Titanium Screw nose ring,0.8*7*2mm,Clear CZ,Titanium color,0.56,14.9,133,TK01-20072.webp,25
TK02-B20062,PRD-073,Nose Ring,ASTM F136 Titanium Screw nose ring,0.8*6*2mm,Black CZ,Titanium color,0.27,14.9,79,TK02-B20062.webp,26
TK02G-18062.5,PRD-074,Nose Ring,PVD gold ASTM F136 titnaium nose studs with Clear CZ,1.0*6*2.5mm,Clear CZ,PVD gold color,0.51,14.9,93,TK02G-18062.5.webp,26
TK02G-20072,PRD-075,Nose Ring,PVD GOLD ASTM F136 Titanium nose stud with CZ stone,0.8*7+2mm,Clear CZ,PVD gold color,0.39,14.9,64,TK02G-20072.webp,26
TK02G-BL20062,PRD-076,Nose Ring,PVD Gold Color ASTM F136 Titanium nose stud with blue CZ stone,0.8*6*2mm,Blue CZ,PVD gold color,0.39,14.9,136,TK02G-BL20062.webp,26
TK02G-BL20062.5,PRD-077,Nose Ring,PVD Gold Color ASTM F136 Titanium nose stud with blue CZ stone,0.8*6*2.5mm,Blue CZ,PVD gold color,0.39,14.9,8,TK02G-BL20062.5.webp,26
TK02G-BL20063,PRD-078,Nose Ring,PVD Gold Color ASTM F136 Titanium nose stud with blue CZ stone,0.8*6*3mm,Blue CZ,PVD gold color,0.39,14.9,18,TK02G-BL20063.webp,26
TK02G-GN20062,PRD-079,Nose Ring,PVD Gold Color ASTM F136 Titanium nose stud with Green CZ stone,0.8*6*2mm,Green CZ,PVD gold color,0.39,14.9,5,TK02G-GN20062.webp,26
TK02G-GN20062.5,PRD-080,Nose Ring,PVD Gold Color ASTM F136 Titanium nose stud with Green CZ stone,0.8*6*2.5mm,Green CZ,PVD gold color,0.41,14.9,144,TK02G-GN20062.5.webp,26
TK02G-GN20063,PRD-081,Nose Ring,PVD Gold Color ASTM F136 Titanium nose stud with Green CZ stone,0.8*6*3mm,Green CZ,PVD gold color,0.45,14.9,99,TK02G-GN20063.webp,26
TK02-GN20062,PRD-082,Nose Ring,ASTM F136 Titanium nose stud with Green CZ stone,0.8*6*2mm,Green CZ,Titanium color,0.27,14.9,83,TK02-GN20062.webp,26
TK02-GN20062.5,PRD-083,Nose Ring,ASTM F136 Titanium nose stud with Green CZ stone,0.8*6*2.5mm,Green CZ,Titanium color,0.29,14.9,97,TK02-GN20062.5.webp,26
TK02-GN20063,PRD-084,Nose Ring,ASTM F136 Titanium nose stud with Green CZ stone,0.8*6*3mm,Green CZ,Titanium color,0.33,14.9,115,TK02-GN20063.webp,26
TK02-LBL20062,PRD-085,Nose Ring,ASTM F136 Titanium nose stud with Light Blue CZ stone,0.8*6*2mm,Light Blue CZ,Titanium color,0.27,14.9,858,TK02-LBL20062.webp,26
TK02-PP20062,PRD-086,Nose Ring,ASTM F136 Titanium Screw nose ring,0.8*6*2mm,Purple CZ,Titanium color,0.27,14.9,64,TK02-PP20062.webp,26
TK02R-20061.5,PRD-087,Nose Ring,Rose Gold ASTM F136 Titanium nose stud with CZ stone,0.8*6*1.5mm,Clear CZ,PVD Rose gold Color,0.39,14.9,10,TK02R-20061.5.webp,26
TK02R-20062,PRD-088,Nose Ring,Rose Gold ASTM F136 Titanium nose stud with CZ stone,0.8*6*2mm,Clear CZ,PVD Rose gold Color,0.39,14.9,11,TK02R-20062.webp,26
TK02R-20062.5,PRD-089,Nose Ring,Rose Gold ASTM F136 Titanium nose stud with CZ stone,0.8*6*2.5mm,Clear CZ,PVD Rose gold Color,0.39,14.9,15,TK02R-20062.5.webp,26
TK02-RE20062,PRD-090,Nose Ring,ASTM F136 Titanium nose stud with red stone,0.8*6*2mm,Red CZ,Titanium color,0.27,14.9,88,TK02-RE20062.webp,26
TK02-SA20062,PRD-091,Nose Ring,ASTM F136 Titanium nose stud with sapphire blue 30 CZ stone,0.8*6*2mm,Sapphire blue CZ,Titanium color,0.27,14.9,74,TK02-SA20062.webp,26
TK02-SA20062.5,PRD-092,Nose Ring,ASTM F136 Titanium nose stud with sapphire blue 30 CZ stone,0.8*6*2.5mm,Sapphire blue CZ,Titanium color,0.29,14.9,94,TK02-SA20062.5.webp,26
TK02-SA20063,PRD-093,Nose Ring,ASTM F136 Titanium nose stud with sapphire blue 30 CZ stone,0.8*6*3mm,Sapphire blue CZ,Titanium color,0.33,14.9,4,TK02-SA20063.webp,26
TK02-TAN20062,PRD-094,Nose Ring,ASTM F136 Titanium nose stud with Tanzanite stone,0.8*6*2mm,Tanzanite CZ,Titanium color,0.27,14.9,57,TK02-TAN20062.webp,26
TK04G-1610,PRD-100,Nose Ring,PVD Gold ASTM F136 Titanium nose ring,1.2*10mm,,PVD Gold,0.79,14.9,46,TK04G-1610.webp,27
TK04-G2008,PRD-101,Nose Ring,PVD Gold ASTM F136 Titanium nose ring,0.8*8mm,,PVD Gold,0.39,14.9,62,TK04-G2008.webp,27
TK04-G2010,PRD-102,Nose Ring,PVD Gold ASTM F136 Titanium nose ring,0.8*10mm,,PVD Gold,0.39,14.9,192,TK04-G2010.webp,27
TK05-2064,PRD-103,Nose Ring,ASTM F136 Titanium trinity cz,"0.8*6mm, 3.8*4.3mmTop",Clear CZ,Titanium Color,1.44,14.9,52,TK05-2064.webp,27
TK06-18072,PRD-104,Nose Ring,ASTM F136 TItanium nostril,1.0*7+2mm,,Titanium color,0.2,14.9,74,TK06-18072.webp,27
TK06-18072.5,PRD-105,Nose Ring,ASTM F136 TItanium nostril,1.0*7+2.5mm,,Titanium color,0.2,14.9,30,TK06-18072.5.webp,27
TK06BK-18072.5,PRD-106,Nose Ring,PVD black ASTM F136 TItanium nostril,1.0*7+2.5mm,,PVD Black Color,0.32,14.9,91,TK06BK-18072.5.webp,27
TK09-AB20062,PRD-107,Nose Ring,ASTM F136 Titanium L- shaped nose stud,0.8*6*2mm,AB CZ,Titanium color,0.22,14.9,6,TK09-AB20062.webp,27
TK09-AQ20062,PRD-108,Nose Ring,ASTM F136 Titanium L- shaped nose stud,0.8*6*2mm,Aqua CZ,Titanium color,0.22,14.9,46,TK09-AQ20062.webp,27
TK09-B20062,PRD-109,Nose Ring,ASTM F136 Titanium L- shaped nose stud,0.8*6*2mm,Black CZ,Titanium color,0.22,14.9,129,TK09-B20062.webp,27
TK09-OP75-20062.5,PRD-110,Nose Ring,ASTM F136 Titanium nose stud + opal 75 stones， silver color,0.8*6*2.5mm,OP75,Titanium color,0.29,14.9,148,TK09-OP75-20062.5.webp,27
TK09-PK20062,PRD-111,Nose Ring,ASTM F136 Titanium L- shaped nose stud,0.8*6*2mm,Pink CZ,Titanium color,0.22,14.9,152,TK09-PK20062.webp,27
TK09-PP20062,PRD-112,Nose Ring,ASTM F136 Titanium L- shaped nose stud with Violet CZ,0.8*6*2mm,Violet CZ,Titanium color,0.22,14.9,28,TK09-PP20062.webp,27
TK09-RE20062,PRD-113,Nose Ring,ASTM F136 Titanium L- shaped nose stud with Garnet CZ,0.8*6*2mm,Garnet CZ,Titanium color,0.22,14.9,130,TK09-RE20062.webp,27
TK10-18061.5,PRD-114,Nose Ring,ASTM F136 Titanium LShape nose ring,1.0*6*1.5mm,Clear CZ,Titanium color,0.36,14.9,30,TK10-18061.5.webp,27
TK10-18062,PRD-115,Nose Ring,ASTM F136 Titanium L- shaped nose stud,1.0*6*2mm,Clear CZ,Titanium color,0.36,14.9,83,TK10-18062.webp,27
TK10-18062.5,PRD-116,Nose Ring,ASTM F136 Titanium LShape nose ring,1.0*6*2.5mm,Clear CZ,Titanium color,0.36,14.9,46,TK10-18062.5.webp,27
TK10-18063,PRD-117,Nose Ring,ASTM F136 Titanium L- shaped nose stud,1.0*6*3mm,Clear CZ,Titanium color,0.36,14.9,85,TK10-18063.webp,27
TK10-20061.5,PRD-118,Nose Ring,ASTM F136 Titanium LShape nose ring,0.8*6*1.5mm,Clear CZ,Titanium color,0.36,14.9,53,TK10-20061.5.webp,27
TK10-20062,PRD-119,Nose Ring,ASTM F136 Titanium LShape nose ring,0.8*6*2mm,Clear CZ,Titanium color,0.36,14.9,1,TK10-20062.webp,27
TK10-20062.5,PRD-120,Nose Ring,ASTM F136 Titanium LShape nose ring,0.8*6*2.5mm,Clear CZ,Titanium color,0.36,14.9,47,TK10-20062.5.webp,27
TK10-20072,PRD-121,Nose Ring,ASTM F136 Titanium LShape nose ring,0.8*7*2mm,Clear CZ,Titanium color,0.36,14.9,57,TK10-20072.webp,27
TK10G-20062,PRD-127,Nose Ring,PVD gold colour ASTM F136 Titanium LShape nose ring,0.8*6*2mm,Clear CZ,PVD gold color,0.48,14.9,1,TK10G-20062.webp,28
TK10G-20062.5,PRD-128,Nose Ring,PVD gold colour ASTM F136 Titanium LShape nose ring,0.8*6*2.5mm,Clear CZ,PVD gold color,0.48,14.9,80,TK10G-20062.5.webp,28
TK11-18063,PRD-129,Nose Ring,ASTM F136 Titanium L- shaped nose stud,1.0*6*3mm,Clear CZ,Titanium color,0.38,14.9,19,TK11-18063.webp,28
TK11G-B20063,PRD-130,Nose Ring,PVD Gold Color ASTM F136 Titanium L Shape Nose Ring with Black CZ,0.8*6*3mm,Black CZ,PVD gold color,0.5,14.9,39,TK11G-B20063.webp,28
TK11G-GN20063,PRD-131,Nose Ring,PVD Gold Color ASTM F136 Titanium L Shape Nose Ring with Green CZ,0.8*6*3mm,Green CZ,PVD gold color,0.76,14.9,172,TK11G-GN20063.webp,28
TK12-20062,PRD-132,Nose Ring,ASTM F136 Titanium nose stud,0.8*6*2mm,,Titanium color,0.2,14.9,55,TK12-20062.webp,28
TK13G-20062.5,PRD-133,Nose Ring,PVD Gold Color ASTM F136 Titanium curved nostril with ball,0.8*6*2.5mm,,PVD Gold,0.32,14.9,16,TK13G-20062.5.webp,28
TK13G-20063,PRD-134,Nose Ring,PVD Gold Color ASTM F136 Titanium curved nostril with ball,0.8*6*3mm,,PVD Gold,0.32,14.9,17,TK13G-20063.webp,28
TK14-20062,PRD-135,Nose Ring,ASTM F136 Titanium,0.8*6*2mm,,Titanium color,0.2,14.9,13,TK14-20062.webp,28
TK14G-18062,PRD-136,Nose Ring,PVD Gold ASTM F136 Titanium nose stud,1.0*6*2mm,,PVD gold color,0.32,14.9,6,TK14G-18062.webp,28
TK16-20063,PRD-137,Nose Ring,ASTM F136 Titanium nose stud with ball,0.8*6*3mm,,Titanium color,0.16,14.9,10,TK16-20063.webp,28
TK16-G20062.5,PRD-138,Nose Ring,PVD Gold ASTM F136 Titanium nose stud with ball,0.8*6*2.5mm,,PVD gold color,0.28,14.9,17,TK16-G20062.5.webp,28
TK17-20062,PRD-139,Nose Ring,ASTM F136 Titanium nose stud,0.8*6*2mm,,Titanium color,0.16,14.9,95,TK17-20062.webp,28
TK23BK-180634,PRD-140,Nose Ring,PVD Black ASTM F136 Titanium nose stud,1.0*6+3+4MM,,PVD Black Color,0.44,14.9,17,TK23BK-180634.webp,28
TK23BK-200634,PRD-141,Nose Ring,PVD Black ASTM F136 Titanium nose stud,0.8*6+3+4MM,,PVD Black Color,0.44,14.9,50,TK23BK-200634.webp,28
TK24-CL18172,PRD-142,Nose Ring,ASTM F136 Titanium nose fishtail with clear CZ,1.0*17*2mm,Clear CZ,Titanium color,0.56,14.9,30,TK24-CL18172.webp,28
TK26-18071.5,PRD-143,Nose Ring,ASTM F136 Titanium Bone nose ring,1.0*7*1.5mm,Clear CZ,Titanium color,0.44,14.9,91,TK26-18071.5.webp,28
TK26-18072,PRD-144,Nose Ring,ASTM F136 Titanium Bone nose ring,1.0*7*2mm,Clear CZ,Titanium color,0.44,14.9,45,TK26-18072.webp,28
TK26-18072.5,PRD-145,Nose Ring,ASTM F136 Titanium Bone nose ring,1.0*7*2.5mm,Clear CZ,Titanium color,0.44,14.9,23,TK26-18072.5.webp,28
TK26-18073,PRD-146,Nose Ring,ASTM F136 Titanium Bone nose ring,1.0*7*3mm,Clear CZ,Titanium color,0.44,14.9,30,TK26-18073.webp,28
TK26-20072,PRD-147,Nose Ring,ASTM F136 Titanium Bone nose ring,0.8*7*2mm,Clear CZ,Titanium color,0.44,14.9,11,TK26-20072.webp,28
TK26-20072.5,PRD-148,Nose Ring,ASTM F136 Titanium Bone nose ring,0.8*7*2.5mm,Clear CZ,Titanium color,0.44,14.9,21,TK26-20072.5.webp,28
TL00-16084,LAB-012,Internally Threaded Labret Ring,ASTM F136Titanium Internally Threaded Labret studs,1.2*8*4+4mmBall,,Titanium Color,0.36,14.9,3305,TL00-16084.webp,29
TL00-16102.53,LAB-013,Internally Threaded Labret Ring,ASTM F136 Titanium threaded labret ring,"1.2*10*3+2.5mmTop ,M0.9",,Titanium Color,0.36,14.9,171,TL00-16102.53.webp,29
TL00-16104,LAB-014,Internally Threaded Labret Ring,ASTM F136Titanium Internally Threaded Labret studs,1.2*10*4+4mmBall,,Titanium Color,0.36,14.9,400,TL00-16104.webp,29
TL00-16123,LAB-015,Internally Threaded Labret Ring,ASTM F136Titanium thread labrets,1.2*12*4+3mmBall,,Titanium Color,0.36,14.9,58,TL00-16123.webp,29
TL00-18092.5M0.8,LAB-016,Internally Threaded Labret Ring,ASTM F136Titanium thread labrets,1.0*9*3+2.5mmBall； M0.8,,Titanium Color,0.36,14.9,117,TL00-18092.5M0.8.webp,29
TL00-18093M0.8,LAB-017,Internally Threaded Labret Ring,ASTM F136Titanium thread labrets,"1.0*9*3+3mmBall, M0.8",,Titanium Color,0.36,14.9,647,TL00-18093M0.8.webp,29
TL00-140832.5,LAB-018,Internally Threaded Labret Ring,ASTM F136Titanium Internally Threaded Labret studs,1.6*8*3+2.5底mm,,Titanium Color,0.36,14.9,2,TL00-140832.5.webp,29
TL00-140843,LAB-019,Internally Threaded Labret Ring,ASTM F136Titanium Internally Threaded Labret studs,1.6*8*4+3mmtop， M1.2mm,,Titanium Color,0.36,14.9,26,TL00-140843.webp,29
TL00-140844,LAB-020,Internally Threaded Labret Ring,ASTM F136Titanium Internally Threaded Labret studs,1.6*8*4+4mm Disc， M1.2mm,,Titanium Color,0.36,14.9,2385,TL00-140844.webp,29
TL00-141032.5,LAB-021,Internally Threaded Labret Ring,ASTM F136Titanium Internally Threaded Labret studs,1.6*10*3+2.5底mm,,Titanium Color,0.36,14.9,2004,TL00-141032.5.webp,29
TL00-141043,LAB-022,Internally Threaded Labret Ring,ASTM F136Titanium Internally Threaded Labret studs,1.6*10*3+4底mm,,Titanium Color,0.36,14.9,289,TL00-141043.webp,29
TL00-141044,LAB-023,Internally Threaded Labret Ring,ASTM F136Titanium Internally Threaded Labret studs,1.6*10*4+4mmBall ， M1.2mm,,Titanium Color,0.36,14.9,1858,TL00-141044.webp,29
TL00-141244,LAB-024,Internally Threaded Labret Ring,ASTM F136 Titanium Threaded Labret Ring,1.6*12*4+4mmBall,,Titanium Color,0.36,14.9,4,TL00-141244.webp,29
TL00-160633,LAB-025,Internally Threaded Labret Ring,ASTM F136 Titanium,1.2*6*3+3mmBall,,Titanium Color,0.36,14.9,485,TL00-160633.webp,29
TL00-160644,LAB-026,Internally Threaded Labret Ring,ASTM F136 Titanium,1.2*6*4+4mmBall,,Titanium Color,0.36,14.9,7,TL00-160644.webp,29
TL00-161043,LAB-027,Internally Threaded Labret Ring,ASTM F136Titanium thread labrets,1.2*10*4+3mmTop,,Titanium Color,0.36,14.9,3091,TL00-161043.webp,29
TL00-161144,LAB-028,Internally Threaded Labret Ring,ASTM F136 Titanium,"1.2*11+4mm,disc 4mm",,Titanium Color,0.36,14.9,932,TL00-161144.webp,29
TL00-161434,LAB-029,Internally Threaded Labret Ring,ASTM F136 Titanium,1.2*14*4+3mmBall,,Titanium Color,0.36,14.9,204,TL00-161434.webp,29
TL00-161634,LAB-030,Internally Threaded Labret Ring,ASTM F136 Titanium,1.2*16*4+3mmBall,,Titanium Color,0.53,14.9,769,TL00-161634.webp,29
TL00-180732.5,LAB-031,Internally Threaded Labret Ring,"internally threaded labrets, 1.0*7+3mm ball with a 2.5mm base",1.0*7*3mm+2.5底mm M0.9,,Titanium Color,0.49,14.9,455,TL00-180732.5.webp,29
TL00-180834,LAB-032,Internally Threaded Labret Ring,"internally threaded labrets, 1.0*8*3with a 4mm base",1.0*8+3*4mm底 M0.9,,Titanium Color,0.49,14.9,382,TL00-180834.webp,29
TL00-180842,LAB-033,Internally Threaded Labret Ring,ASTM F136 Titanium,1.0*8*4+2mmBall,,Titanium Color,0.49,14.9,29,TL00-180842.webp,29
TL00G-141444,LAB-039,Internally Threaded Labret Ring,PVD gold ASTM F136 Titanium internal labret with ball,1.6*14*4+4mm Disc,,PVD gold color,0.48,14.9,16,TL00G-141444.webp,30
TL00G-160843,LAB-040,Internally Threaded Labret Ring,PVD gold ASTM F136 Titanium internal labret with ball,1.2*8*4+3mmBall,,PVD Gold,0.48,14.9,3734,TL00G-160843.webp,30
TL08-16074,LAB-041,Internally Threaded Labret Ring,ASTM F136 Titanium,1.2*7*4+4mmTop,Clear CZ,Titanium Color,0.51,14.9,1,TL08-16074.webp,30
TL08-16082,LAB-042,Internally Threaded Labret Ring,ASTM F136 Titanium +cubic z ircon,z 1.2*8*4+2mmTop,Clear CZ,Titanium Color,0.51,14.9,542,TL08-16082.webp,30
TL08-16082.5,LAB-043,Internally Threaded Labret Ring,ASTM F136 Titanium labret+ CZ stone,1.2*8*4+2.5mmTop,Clear CZ,Titanium Color,0.51,14.9,893,TL08-16082.5.webp,30
TL08-16083,LAB-044,Internally Threaded Labret Ring,ASTM F136 Titanium labret+ CZ stone,1.2*8*4+3mmTop,Clear CZ,Titanium Color,0.53,14.9,228,TL08-16083.webp,30
TL08G-16062,LAB-045,Internally Threaded Labret Ring,ASTM F136 Titanium labret+ CZ stone,1.2*6*4+2mmTop,Clear CZ,PVD Gold,0.63,14.9,172,TL08G-16062.webp,30
TL08G-16062.5,LAB-046,Internally Threaded Labret Ring,PVD Gold Color ASTM F136 Titanium labret Ring+ CZ stone,1.2*6*4+2.5mmTop,Clear CZ,PVD Gold,0.63,14.9,92,TL08G-16062.5.webp,30
TL08G-16063,LAB-047,Internally Threaded Labret Ring,PVD GOLD ASTM F136 Titanium +cubic z ircon,z 1.2*6*4+3mmTop,Clear CZ,PVD Gold,0.63,14.9,13,TL08G-16063.webp,30
TL08G-16072,LAB-048,Internally Threaded Labret Ring,PVD GOLD ASTM F136 Titanium threaded labret with white CZs,1.2*7*4+2mmTop,Clear CZ,PVD Gold,0.63,14.9,17,TL08G-16072.webp,30
TL08G-16082,LAB-049,Internally Threaded Labret Ring,PVD GOLD ASTM F136 Titanium +cubic z ircon,z 1.2*8*4+2mmTop,Clear CZ,PVD Gold,0.63,14.9,100,TL08G-16082.webp,30
TL08G-16082.5,LAB-050,Internally Threaded Labret Ring,PVD GOLD ASTM F136 Titanium +cubic z ircon,z 1.2*8*4+2.5mmTop,Clear CZ,PVD Gold,0.63,14.9,199,TL08G-16082.5.webp,30
TL08G-16083,LAB-051,Internally Threaded Labret Ring,ASTM F136 Titanium +cubic z ircon,z 1.2*8*4+3mmTop,Clear CZ,PVD Gold,0.63,14.9,622,TL08G-16083.webp,30
TL08R-16062.5,LAB-052,Internally Threaded Labret Ring,PVD Rose Gold ASTM F136 Titanium Internall y Threaded Labret Ring + Clear CZ,1.2*6*4+2.5mmTop,Clear CZ,PVD Rose Gold,0.63,14.9,75,TL08R-16062.5.webp,30
TL08R-16063,LAB-053,Internally Threaded Labret Ring,PVD Rose Gold ASTM F136 Titanium Internall y Threaded Labret Ring + Clear CZ,1.2*6*4+3mm Top,Clear CZ,PVD Rose Gold,0.63,14.9,24,TL08R-16063.webp,30
TL53-161234,LAB-054,Internally Threaded Labret Ring,ASTM F136 Titanium internally threaded studs with Clear CZ ball,1.2*12*4+3mmBall,Clear CZ,Titanium Color,0.4,14.9,27,TL53-161234.webp,30
TLE01-14063,LAB-055,Externally Threaded Labret Ring,ASTM F136 Titanium externally Threaded Labret Ring,1.6*6*4mm+3mm ball,,Titanium color,0.33,14.9,4,TLE01-14063.webp,30
TLE01-16083,LAB-056,Externally Threaded Labret Ring,ASTM F136 Titanium Externally Treaded Labret With Top Ball,1.2*8*4+3mmBall,,Titanium color,0.33,14.9,10,TLE01-16083.webp,30
TLE01-16103,LAB-057,Externally Threaded Labret Ring,ASTM F136 Titanium Externally Treaded Labret With Top Ball,1.2*10*4+3mmBall,,Titanium color,0.33,14.9,10,TLE01-16103.webp,30
TLS03-16082.52.5,LAB-058,Threadless Labret Ring,ASTM F 136 Titanium threadless labret,1.2*8*2.5+2.5mmBall,,Titanium color,0.44,14.9,12,TLS03-16082.52.5.webp,30
TLS03-160834,LAB-059,Threadless Labret Ring,ASTM F136 Titanium,1.2*8*4+3mmTop,,Titanium Color,0.44,14.9,344,TLS03-160834.webp,30
TLS03-161034,LAB-060,Threadless Labret Ring,"ASTM F136 Titanium Threadless Labret, 3mm ball, 4mm base",1.2*10*4+3mmTop,,Titanium Color,0.44,14.9,437,TLS03-161034.webp,30
TLS03G-160834,LAB-066,Threadless Labret Ring,PVD GOLD ASTM F136 Titanium,1.2*8*4+3mmBall,,PVD Gold Color,0.56,14.9,298,TLS03G-160834.webp,31
TLS03G-161034,LAB-067,Threadless Labret Ring,PVD Gold ASTM F136 Titanium threadless labrets,1.2*10*4+3mm Ball,,PVD Gold Color,0.56,14.9,262,TLS03G-161034.webp,31
TLS03G-180833,LAB-068,Threadless Labret Ring,PVD Gold ASTM F136 Titanium threadless labrets,1.0*8*3+3mmBall,,PVD Gold Color,0.56,14.9,117,TLS03G-180833.webp,31
TLS03G-181033,LAB-069,Threadless Labret Ring,PVD Gold ASTM F136 Titanium threadless labrets,1.0*10*3+3mm Ball,,PVD Gold Color,0.56,14.9,147,TLS03G-181033.webp,31
TLS04-16082.5,LAB-070,Threadless Labret Ring,ASTM F136Titanium threadless labrets,1.2*8*4+2.5mmTop,Clear CZ,Titanium color,0.58,14.9,2351,TLS04-16082.5.webp,31
TLS04-16083,LAB-071,Threadless Labret Ring,ASTM F136 Titanium Threadlss Labret Ring +cubic zircon,1.2*8*4+3mm Top,Clear CZ,Titanium color,0.58,14.9,1366,TLS04-16083.webp,31
TLS04-AB16083,LAB-072,Threadless Labret Ring,ASTM F 136 Titanium threadless labret,1.2*8*4+3mmtop,AB CZ,Titanium color,0.58,14.9,47,TLS04-AB16083.webp,31
TLS04-AQ16083,LAB-073,Threadless Labret Ring,ASTM F 136 Titanium threadless labret,1.2*8*4+3mmTop,Aqua CZ,Titanium color,0.58,14.9,112,TLS04-AQ16083.webp,31
TLS04G-16082.5,LAB-074,Threadless Labret Ring,PVD gold threadless ASTM F136 Titanium labret studs with clear CZ,1.2*8*4+2.5mmTop,Clear CZ,PVD Gold Color,0.7,14.9,183,TLS04G-16082.5.webp,31
